Title,Description,Link
Fires in Siberia,"Image captured on 18 July 2021, by the VIIRS instrument, aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/fires-in-siberia
Landslides Toolkit,"Landslides are some of the most common natural disasters, killing thousands of people each year. The mass movement of land (sediments and soils, bedrock and boulders, and even whole mountainsides) down a slope is induced by the force of gravity. There are numerous contributing forces to a landslide, many of which can be monitored or observed using remotely sensed data.",https://www.earthdata.nasa.gov//learn/toolkits/disasters-toolkit/landslides-toolkit
,,https://www.earthdata.nasa.gov//topics/solid-earth
Extreme Heat Data Pathfinder - Find Data,Abnormally hot and/or humid weather lasting a few days to weeks at a time are occurring more frequently in major cities across the world. These events can have detrimental impacts on public health. NASA data can aid with forecasting and monitoring extreme heat events.,https://www.earthdata.nasa.gov//learn/pathfinders/disasters/extreme-heat-data-pathfinder/find-data
Dust over the Arabian Sea,"Image captured on Jan 22, 2022 by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/dust-over-the-arabian-sea
,,https://www.earthdata.nasa.gov//sensors/toms
Making Earth System Data Records for Use in Research Environments (MEaSUREs) Program,,https://www.earthdata.nasa.gov//esds/competitive-programs/measures
EOSDIS New Datasets: July 2021,,https://www.earthdata.nasa.gov//eosdis/eosdis-data-news-archive/eosdis-data-news-july-2021
EOSDIS New Datasets: September 2021,,https://www.earthdata.nasa.gov//eosdis/eosdis-data-news-archive/eosdis-data-news-september-2021
LAADS DAAC’s Updated Post-Processing System Gives Users More Options for File Formats,"The updated system lets users select HDF4, HDF5, and NetCDF file formats, and facilitates the transition from MODIS to VIIRS data.",https://www.earthdata.nasa.gov//news/updated-laads-daac-post-processing-system
Tropical Cyclone Batsirai,"Image captured on Feb 5, 2022 by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tropical-cyclone-batsirai
Tropical Cyclones Tiffany and Cody,"Image captured on Jan 11, 2022 by the MODIS instrument aboard the Terra satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tropical-cyclones-tiffany-and-cody
Ocean SIPS,,https://www.earthdata.nasa.gov//eosdis/sips/ocean-sips
Tropical Cyclones Data Pathfinder - Find Data,"NASA provides datasets, tools, and near real-time data for use in understanding the formation, movement, and impacts of tropical cyclonic storms.",https://www.earthdata.nasa.gov//learn/pathfinders/disasters/cyclones-data-pathfinder/find-data
,,https://www.earthdata.nasa.gov//sensors/caliop
Hurricane Bonnie Off the Coast of Mexico,"Image captured on Jul 4, 2022 by the VIIRS instrument aboard the NOAA-20 satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/hurricane-bonnie-off-coast-mexico
ORNL DAAC Releases GEDI Level 4B Dataset Offering Gridded Estimates of Aboveground Biomass Density,The latest dataset from the GEDI mission provides gridded estimates of aboveground biomass density at greater accuracy and resolution than previously available.,https://www.earthdata.nasa.gov//learn/articles/gedi-l4b-data
2021 Cloud Hackathon Teaches Scientists How to Work with Cloud-Based Data,Mentors from the Distributed Active Archive Centers (DAAC) helped scientists improve their skills using NASA cloud-based Earth science data.,https://www.earthdata.nasa.gov//learn/articles/2021-cloud-hackathon
NASA Airborne and Field Data Workshop,An opportunity for stakeholders to provide input on ways to improve the usability of NASA airborne and field data.,https://www.earthdata.nasa.gov//esds/impact/admg/nasa-airborne-and-field-data-workshop
EOSDIS New Datasets: June 2022,,https://www.earthdata.nasa.gov//eosdis/eosdis-data-news-archive/eosdis-data-news-june-2022
,,https://www.earthdata.nasa.gov//topics/ocean
Tropical Storms Nora and Ida,"Image captured on 29 August 2021, by the VIIRS instrument, aboard the joint NASA/NOAA NOAA-20 satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tropical-storms-nora-and-ida
,,https://www.earthdata.nasa.gov//sensors/tes
Smoke from Fires in Chile,"Image captured on Feb 4, 2023, by the MODIS instrument aboard NASA's Terra satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/chile-fires-4-feb-2023
A Harmonious New Dataset,The provisional public release of the Harmonized Landsat Sentinel-2 (HLS) dataset through NASA’s LP DAAC opens new avenues for global terrestrial research.,https://www.earthdata.nasa.gov//learn/articles/a-harmonious-new-dataset
Wildfires Toolkit,"NASA provides data, services, and tools that enable resource managers, disaster management teams, and scientists to understand and monitor environmental conditions before a fire starts, measure the intensity and development of fires as they are burning, and assess the effects and impacts of wildfires.",https://www.earthdata.nasa.gov//learn/toolkits/disasters-toolkit/wildfires-toolkit
Cyclones Asani and Karim,"Image captured on May 9, 2022 by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tropical-cyclones-asani-and-karim
Hurricane Ian Approaches Florida,"Image captured on Sep 28, 2022 by the ABI instrument aboard the GOES-East satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/hurricane-ian-28-Sept-2022
,,https://www.earthdata.nasa.gov//sensors/solstice
Ozone Mapping And Profiler Suite (OMPS) SIPS,,https://www.earthdata.nasa.gov//eosdis/sips/ozone-sips
Hurricane Darby in the Pacific Ocean,"Image captured on Jul 11, 2022 by the MODIS instrument aboard the Terra satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/hurricane-darby-pacific-ocean
Sounder SIPS,,https://www.earthdata.nasa.gov//eosdis/sips/sounder-sips
SEDAC Releases Air Quality Data for Health-Related Applications,"Environmental and public health researchers may benefit from ground-level measurements of PM2.5, NO2, and O3 concentrations.",https://www.earthdata.nasa.gov//learn/articles/sedac-air-quality-health-data-collection
"MODIS/Terra Collection 6 Aerosol, Cloud, and other Atmospheric Level-2 and Level-3 Products Released","MODIS Terra Collection 6 Aerosol, Cloud, and other Atmospheric Level-2 and Level-3 Data",https://www.earthdata.nasa.gov//news/modis-terra-collection-6-aerosol-cloud-and-other-atmospheric-level-2-and-level-3-products
Data User Profiles,Each profile demonstrates how and where Earth observation data are being used for research and applications.,https://www.earthdata.nasa.gov//learn/data-user-profiles
"Swirls of Clouds off Guadalupe Island, Baja California, Mexico","Image captured on Apr 10, 2022 by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/swirls-of-clouds-off-guadalupe-island-baja-california-mexico
Rain over the Northwest United States,"Image captured on Feb 28, 2022 by the Global Precipitation Measurement (GPM) Microwave Imager (GMI) instrument on the GPM Core Observatory.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/rain-over-the-northwest-united-states
Tropical Cyclone Cheneso over Madagascar,"Image captured on Jan 19, 2023, by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tropical-cyclone-cheneso-19-jan-2023
ESDS Program Components,,https://www.earthdata.nasa.gov//esds/esds-program-components
,,https://www.earthdata.nasa.gov//sensors/sage
,,https://www.earthdata.nasa.gov//sensors/amr-c
Volatile Trees,Forests fill the air with more than just a fresh scent.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/volatile-trees
Tropical Cyclone Freddy over Madagascar,"Image captured Feb 21, 2023, by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tc-freddy-madagascar-21-feb-2023
Cosmic Charges,Scientists learn that Earth is plugged into a much larger electrical circuit.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/cosmic-charges
Typhoon In-Fa over Eastern China,"Image captured on 25 July 2021, by the VIIRS instrument, aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/typhoon-in-fa-over-eastern-china
Outer Limits,UARS data helps to see how isolated the tropics are from the mid-latitudes.,https://www.earthdata.nasa.gov//learn/articles/outer-limits
EOSDIS New Datasets: December 2021,,https://www.earthdata.nasa.gov//eosdis/eosdis-data-news-archive/eosdis-data-news-december-2021
Making Heads of Mares' Tails,"Clouds continue to portend change, but what kind?",https://www.earthdata.nasa.gov//learn/sensing-our-planet/making-heads-of-mares-tails
Webinar: Striking New Spatial Bounds Using ISS LIS Data,"Join us to learn how the new International Space Station (ISS) Lightning Imaging Sensor (LIS) data can be used within Python, GIS and other applications to study lightning that occurred during the 2017 hurricane season.",https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-striking-new-spatial-bounds-using-iss-lis-data
Wildfires Data Pathfinder - Find Data,"Naturally occurring wildfires can be nearly as impossible to prevent, and as difficult to control, as hurricanes, tornadoes, and floods. Along with their destructive power, they also are a vital component of forest growth, ecological succession, and soil nutrient enhancement. NASA provides datasets and tools for assessing and managing wildfires before, during, and after an event.",https://www.earthdata.nasa.gov//learn/pathfinders/wildfires-data-pathfinder/find-data
To the Lighthouse,Where is the water going in the Great Lakes?,https://www.earthdata.nasa.gov//learn/sensing-our-planet/to-the-lighthouse
New OMPS Product Provides a Better View of High-Aerosol Events,The new PyroCumuloNimbus product for the Ozone Mapping and Profiler Suite (OMPS) makes it easier to track and analyze high concentrations of aerosols from wildfires and similar events.,https://www.earthdata.nasa.gov//learn/articles/lance-pyrocb-product
,,https://www.earthdata.nasa.gov//sensors/tirs
EOSDIS Update—Summer 2021 Quarterly Newsletter is now online!,"Find EOSDIS dataset and data tool news, top stories, data and tools announcements, webinars and data recipes, links to new learning resources, and Data User Profiles.",https://www.earthdata.nasa.gov//news/eosdis-summer-2021-newsletter
Celebrate GIS Day 2021!,"Geographic Information Systems (GIS) provide powerful capabilities for visualizing, analyzing, and interacting with Earth science data.",https://www.earthdata.nasa.gov//learn/articles/2021-gis-day
Rain in Central America,"Image captured on Oct 10, 2022 by the MODIS instrument aboard NASA's Aqua satellite, with overlay of rain rate from IMERG.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/rain-in-central-america-10-october-2022
Tropical Cyclone Gabrielle Over New Zealand,"Image captured on Feb 14, 2023, by the VIIRS instrument aboard the joint NASA/NOAA NOAA-20 satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tropical-cyclone-gabrielle-14-feb-2023
NASA Selects GeoOptics for Data Purchase and Evaluation,The data are part of ongoing efforts by NASA’s CSDA program to acquire commercial smallsat data for NASA’s Earth science collection.,https://www.earthdata.nasa.gov//news/geooptics-data-evaluation
Experiment in the Sky,A train of satellites follows the atmospheric effects of a volcanic eruption.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/experiment-in-the-sky
UARS: A Model Data Set,The UARS satellite has revolutionized our view of the mesosphere.,https://www.earthdata.nasa.gov//learn/articles/uars-model-data-set
Following the World Trade Center Plume,Remote sensing helps track the drift of harmful pollutants following the World Trade Center collapse.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/following-the-world-trade-center-plume
Rain and Snow Over California,"Base image captured on Oct. 25, 2021, by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite and overlain with IMERG Precipitation Rate.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/rain-and-snow-over-california
"Solar Facilities in Nevada, USA","Image captured on Dec. 1, 2021, by the MSI instrument, aboard ESA's Sentinel-2A and -2B satellites.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/solar-facilities-in-nevada-usa
Fires on Eastern Coast of South Korea,"Image captured on Mar 5, 2022 by the MODIS instrument aboard the Aqua satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/fires-on-eastern-coast-of-south-korea
"Seoul, South Korea","Image captured on Apr 2, 2022 by the MSI instrument aboard ESA's Sentinel-2A and Sentinel-2B satellites.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/seoul-south-korea
,,https://www.earthdata.nasa.gov//sensors/cpr
ORNL DAAC Releases New Version of Its Popular Daymet Meteorological Dataset,Daymet Version 4's improved algorithm and reduced timing and sensor biases result in more accurate and precise data.,https://www.earthdata.nasa.gov//news/ornl-daac-releases-new-version-its-popular-daymet-meteorological-dataset
Seeing Earth in a New Light,Infrared data from NASA’s satellites and other sources offer researchers views of Earth’s hidden or obscured features and processes.,https://www.earthdata.nasa.gov//learn/articles/earth-ir-sensing
A Baffling Signal in the Tropics,Convection meets the Indian Ocean for supersize weather.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/a-baffling-signal-in-the-tropics
"Globally Merged, Reconciled and Gridded Observations of Near-Surface Atmospheric and Land Surface Properties and Their Diurnal-to-Decadal Variations",,https://www.earthdata.nasa.gov//esds/competitive-programs/measures/globally-merged-reconciled-and-gridded-observations
Mercury Raining,Today's forecast calls for atmospheric explosions and mercury rain.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/mercury-raining
From the Ground Up,"Science teams collaborate to validate MODIS land cover data, thereby improving data quality and increasing data accessibility.",https://www.earthdata.nasa.gov//learn/sensing-our-planet/from-the-ground-up
Silvus Borealis,The relation between atmospheric carbon dioxide concentration and beavers may not be readily apparent to the average person.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/silvus-borealis
Webinar: Discover NASA's Ocean Color Data and Services at NASA's OB.DAAC,"NASA's Ocean Biology Distributed Active Archive Center (OB.DAAC) manages, archives and distributes nearly 40 years of ocean color, sea surface temperature, and sea surface salinity data. Join us to learn how to discover and access these data!",https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-discover-nasas-ocean-color-data-and-services-nasas-obdaac
Fires and Smoke in India and Pakistan,"Image captured on Nov 1, 2022 by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/Fires-India-Pakistan-1-Nov-2022
,,https://www.earthdata.nasa.gov//sensors/omi
A Long-Term Record of Upper Stratospheric and Mesospheric Temperature Profiles,,https://www.earthdata.nasa.gov//esds/competitive-programs/measures/a-long-term-record-of-upper-stratospheric-and-mesospheric-temperature-profiles
Sustainable Development Goals Data Pathfinders,"The 2030 Agenda for Sustainable Development outlines 17 Sustainable Development Goals (SDG), with associated targets and indicators.",https://www.earthdata.nasa.gov//learn/pathfinders/sdgs
NASA Worldview Adds GeoColor Imagery from the joint NASA/NOAA GOES-East and GOES-West Satellites,"GeoColor imagery’s quality, frequency, and interpretability will boost the amount of near real-time imagery available in Worldview, making it even more valuable to users.",https://www.earthdata.nasa.gov//learn/articles/goes-geocolor-worldview
"Subtropical Storm Issa over KwaZulu-Natal Province, South Africa","IMERG Precipitation Rate from Apr 11, 2022.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/subtropical-storm-issa-over-kwazulu-natal-province-south-africa
"Salt Production in Baja California Sur, Mexico","Image captured on Mar 24, 2022 by the OLI instrument aboard the Landsat 8 satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/salt-production-in-baja-california
Super Typhoon Nanmadol,"Image captured on Sep 18, 2022 by the AHI instrument aboard the Himawari-8 satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/super-typhoon-nanmadol-18-sept-2022
"ESDIS Weekly Metrics: January 14, 2021",,https://www.earthdata.nasa.gov//eosdis/system-performance-and-metrics/esdis-metrics/esdis-weekly-metrics/esdis-weekly-metrics-01-14-2021
"ESDIS Weekly Metrics: December 02, 2021",,https://www.earthdata.nasa.gov//eosdis/system-performance-and-metrics/esdis-metrics/esdis-weekly-metrics/esdis-weekly-metrics-12-02-2021
A-Train Data Depot,,https://www.earthdata.nasa.gov//esds/competitive-programs/access/a-train-data-depot
Missing Heat,Scientists search the deep oceans to balance Earth’s energy budget.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/missing-heat
Air Quality,NASA LANCE near real-time data can be used by air quality forecasters to improve some local and national air quality forecasts.,https://www.earthdata.nasa.gov//learn/find-data/near-real-time/hazards-and-disasters/air-quality
The Road to Recovery,"According to a recent report in Science, the Amazon rain forest has lost nearly two million acres to logging each year since 1996.",https://www.earthdata.nasa.gov//learn/sensing-our-planet/the-road-to-recovery
Extreme Heat Toolkit,"According to the United States Global Change Research Program(link is external), heat waves (periods of abnormally hot and/or humid weather lasting a few days to weeks at a time) are occurring more frequently in major cities across the U.S. These events can have detrimental impacts on public health. Urban heat islands play a role in these extreme heat events, as the buildings and impervious surfaces (such as roads and sidewalks) of cities and developed areas tend to retain heat and have higher temperatures than rural areas.",https://www.earthdata.nasa.gov//learn/toolkits/disasters-toolkit/extreme-heat-toolkit
Webinar: TRMM and GPM Precipitation Products and Services at NASA's GES DISC,During this webinar we will provide an overview of TRMM and GPM precipitation data products and discuss the various ways to discover and access these data. We will also demonstrate the visualization and analysis tools and services provided by NASA's Goddard Earth Science Data and Information Services Center (GES DISC).,https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-trmm-and-gpm-precipitation-products-and-services-nasas-ges
Webinar: NetCD-what? An Ecologist’s Guide to Working with Daymet and other NetCDF-formatted Data,"During this webinar, we will provide an overview of the netCDF data format and show participants how to open, read, write and plot data that is in the netCDF format. The use case will focus on the Daymet meteorological variables data product.",https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-netcd-what-ecologists-guide-working-daymet-and-other-netcdf
UNBOUND AQ Workshop Series Broadens the Use of NASA Air Quality Data,Understanding Needs to Broaden Outside Use of NASA Data for Air Quality (UNBOUND AQ) is a multi-session workshop in Feb and Mar to identify how to make NASA air quality data products more discoverable and usable. Register by Feb 3.,https://www.earthdata.nasa.gov//news/unbound-aq
NASA POWER Global Community (GloCo) Summit September 21-22,"Come celebrate the 25th anniversary NASA's Prediction Of Worldwide Energy Resources (POWER) project at the first virtual Global Community (GloCo) Summit. Learn about the project’s latest enhancements, help drive future improvements, and engage with keynote speakers from the POWER community.",https://www.earthdata.nasa.gov//event/power-glo-co-summit
Carbon Control,Radiocarbon and satellite data hint at the future of California emissions.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/carbon-control
The Power of Particles,Can smoke spark severe tornadoes?,https://www.earthdata.nasa.gov//learn/sensing-our-planet/the-power-of-particles
Smoke Plumes,The use of near real-time satellite data are useful for identifying and tracking smoke plumes.,https://www.earthdata.nasa.gov//learn/find-data/near-real-time/hazards-and-disasters/smoke-plumes
A View From Above,"FLUXNET, a global network of research sites to measure regional carbon exchange.",https://www.earthdata.nasa.gov//learn/sensing-our-planet/a-view-from-above
Volcanoes and Climate Change,"Large-scale volcanic activity may last only a few days, but the massive outpouring of gases and ash can influence climate patterns for years.",https://www.earthdata.nasa.gov//learn/sensing-our-planet/volcanoes-and-climate-change
Join NASA Earth Science at the 2021 AGU Fall Meeting!,"The AGU Fall Meeting is your chance to learn the latest information about NASA Earth observation data, missions, and science.",https://www.earthdata.nasa.gov//learn/articles/nasa-agu-2021
On a Clear Day,Measurements of shortwave radiation from ERBS describe solar radiation reflected back from space.,https://www.earthdata.nasa.gov//learn/articles/clear-day
EOSDIS Update—Spring 2022 Quarterly Newsletter is now online!,"Find EOSDIS dataset and data tool news, top stories, links to webinars and tutorials and other learning resources, Data Chats, and Data User Profiles.",https://www.earthdata.nasa.gov//news/eosdis-update-spring-2022-quarterly-newsletter-now-online
Webinar: Remote Sensing Derived Environmental Indicators for Decision Making,"Join us as we discuss remote sensing derived environmental indicator datasets that can enable environmental decision making. We focus on three major issue areas: ambient air pollution, coastal eutrophication and biomass burning.",https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-remote-sensing-derived-environmental-indicators-decision
EOSDIS New Datasets: November 2021,,https://www.earthdata.nasa.gov//eosdis/eosdis-data-news-archive/eosdis-data-news-november-2021
User Profile: Jun Wang,"Who Uses NASA Earth Science Data? Jun Wang, to study atmospheric composition and climate change; remote sensing of aerosols, clouds, and trace gases and the effects of these on global weather and climate.",https://www.earthdata.nasa.gov//learn/data-user-profiles/user-profile-jun-wang
"The World Islands, Dubai, United Arab Emirates","Image captured on Feb 12, 2022, by the MSI instrument, aboard ESA's Sentinel-2A and -2B satellites.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/the-world-islands-dubai-united-arab-emirates
Phytoplankton Swirls in Lake Michigan,"Image captured on Oct 22, 2022 by the MSI instrument aboard the ESA (European Space Agency) Sentinel-2A and -2B satellites.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/lake-michigan-phytoplankton-22-oct-2022
"Bushfire near Jurien Bay, western Australia","Image captured on Dec 13, 2022, by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/bushfire-jurienbay-australia-13Dec2022
Tropical Storm Earl and Hurricane Danielle,"Image captured on Sep 6, 2022 by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tropical-storm-earl-hurricane-danielle-6-sept-2022
Absorption of Solar Radiation by Clouds: Observations versus Models,ERBE study compares short wave radiation and output to determine cloud forcing.,https://www.earthdata.nasa.gov//learn/articles/absorption-solar-radiation-clouds-observations-versus-models
The Dirt on Carbon,"The quiet forests of Canada may slowly be losing carbon, not from the trees themselves, but from the frozen soils underneath, where deep pools of carbon are locked within permafrost.",https://www.earthdata.nasa.gov//learn/articles/dirt-carbon
Dust Storm in Burkina Faso,"Image captured on 2 May 2021, by the OMPS and VIIRS instruments, aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/dust-storm-in-burkina-faso
Essential Variables,Essential variables are known to be critical for observing and monitoring a given facet of the Earth system,https://www.earthdata.nasa.gov//learn/backgrounders/essential-variables
User Profile: Dr. Santiago Gassó,"Who uses NASA Earth science data? Dr. Santiago Gassó, to study the concentration and global movement of dust.",https://www.earthdata.nasa.gov//learn/data-user-profiles/user-profile-dr-santiago-gasso
Eye on the Sun: Solstice,The sun sheds light on the future of atmospheric research.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/eye-on-the-sun-solstice
The Magic of Water,"Soil moisture is one of the components of land-surface evapotranspiration, and is a required parameter for evaporation calculations.",https://www.earthdata.nasa.gov//learn/articles/magic-water
VIIRS Instruments Become More Essential As Terra and Aqua Drift from their Traditional Orbits,"Recent maneuvers by NASA in February 2020 and March 2021 signal the eventual retirement of the agency's Terra and Aqua satellites, paving the way for the VIIRS instruments of the Joint Polar Satellite System to take the lead in providing critical Earth system observations.",https://www.earthdata.nasa.gov//learn/articles/modis-to-viirs-transition
"Webinar: NASA GLOBE Clouds, Matching Cloud Observations from Citizen Scientists with Satellite Data",NASA Global Learning and Observations to benefit the Environment (GLOBE) Clouds is an international citizen science program that collects cloud observations from trained and untrained participants around the world and compares them with satellite data. Join us to learn more about the benefits and limitations of this citizen science data for scientific inquiry.,https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-nasa-globe-clouds-matching-cloud-observations-citizen
Near Real-Time versus Standard Products,,https://www.earthdata.nasa.gov//learn/find-data/near-real-time/near-real-time-versus-standard-products
"ESDIS Weekly Metrics: January 21, 2021",,https://www.earthdata.nasa.gov//eosdis/system-performance-and-metrics/esdis-metrics/esdis-weekly-metrics/esdis-weekly-metrics-01-21-2021
Dust Storms,,https://www.earthdata.nasa.gov//learn/find-data/near-real-time/hazards-and-disasters/dust-storms
"Webinar: Explore, Discover, and Use Field Campaign and Related Data","Join us on Wednesday, 24 February 2016, 2-3pm to learn how the new Field Campaign Explorer tool serves up mission flight information, instrument status, weather reports, and summary statistics in support of field campaign science data.",https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-explore-discover-and-use-field-campaign-and-related-data
Webinar: Access NASA GES DISC Meteorological and Hydrological Data for Flood Analyses,"Join us on Oct 26, 2022 at 2 p.m., ET, to learn how to discover, access, and use meteorological and hydrological datasets at NASA's GES DISC for studying flood events.",https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-ges-disc-26-oct-2022
Cyclone Freddy Continues over Mozambique and Malawi,"Base image captured Mar 14, 2023, by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite, overlaid with IMERG Precipitation Rate.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tc-freddy-mozambique-13-mar-2023
Tropical Cyclone Freddy Over Madagascar (Again),"Image captured Mar 7, 2023, by the VIIRS instrument aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/tc-freddy-madagascar-7-mar-2023
,,https://www.earthdata.nasa.gov//sensors/modis
EOSDIS Update—Spring 2021 Quarterly Newsletter is now online!,"Find EOSDIS dataset and data tool news, top stories, featured data images, webinars, links to new learning resources, data recipes, and Data User Profiles.",https://www.earthdata.nasa.gov//news/eosdis-spring-2021-newsletter
EOSDIS New Datasets: January 2023,,https://www.earthdata.nasa.gov//eosdis/eosdis-data-news-archive/eosdis-data-news-january-2023
Out of Africa,Researchers revise the story behind Puerto Rico’s 2015 drought.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/out-of-africa
Land Matters,Satellite data helps the ISLSCP with storm predictions.,https://www.earthdata.nasa.gov//learn/sensing-our-planet/land-matters
"ESDIS Weekly Metrics: January 28, 2021",,https://www.earthdata.nasa.gov//eosdis/system-performance-and-metrics/esdis-metrics/esdis-weekly-metrics/esdis-weekly-metrics-01-28-2021
Fires,"NASA LANCE near real-time data can be used for identifying, tracking, and monitoring fires.",https://www.earthdata.nasa.gov//learn/find-data/near-real-time/hazards-and-disasters/fires
EMS Data Provider Status,,https://www.earthdata.nasa.gov//eosdis/science-system-description/eosdis-components/ems/ems-data-provider-status
"Earth Surface and Atmospheric Reflectivity Since 1979 from Multiple Satellites (TOMS, SBUV, SBUV-2, OMI, SeaWiFS, NPP, and NPOESS)",,https://www.earthdata.nasa.gov//esds/competitive-programs/measures/earth-surface-and-atmospheric-reflectivity-since-1979
Development of Consistent Global Long-Term Records of Atmospheric Evaporative Demand,,https://www.earthdata.nasa.gov//esds/competitive-programs/measures/consistent-global-long-term-records
Carbon Conundrum,An increase in global temperatures affects the rise in atmospheric carbon dioxide.,https://www.earthdata.nasa.gov//learn/articles/carbon-conundrum
Questioning Convection,Scientists use ENSO as a test for a climate model examining the change in heat trapped by greenhouse gases.,https://www.earthdata.nasa.gov//learn/articles/questioning-convection
CVO: Climate Virtual Observatory,,https://www.earthdata.nasa.gov//esds/competitive-programs/access/cvo
Webinar: An Introduction to NASA's Socioeconomic Data and Applications Center Datasets for Health and Air Quality Impacts,Join us Nov 30 for an introduction and analysis of NASA SEDAC's datasets for air quality and health impacts of exposed populations.,https://www.earthdata.nasa.gov//learn/webinars-and-tutorials/webinar-sedac-30-nov-2022
"Power Outages in Houston, Texas","Image captured on 16 February 2021, by the VIIRS instrument, aboard the joint NASA/NOAA Suomi NPP satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/power-outages-in-houston-texas
A Rainforest Divided,The Amazon rainforest is losing ground as human activity fragments the forests.,https://www.earthdata.nasa.gov//learn/articles/rainforest-divided
Under CATS Eyes,"Tracking a volcanic plume reaches new heights, faster.",https://www.earthdata.nasa.gov//learn/sensing-our-planet/under-cats-eyes
ACCESS to Terra Data Fusion Products,,https://www.earthdata.nasa.gov//esds/competitive-programs/access/terra-data-fusion-products
Bomb Cyclone Approaching U.S. West Coast,"Image captured on Jan 4, 2023, by the ABI instrument aboard the GOES-West satellite.",https://www.earthdata.nasa.gov//worldview/worldview-image-archive/bomb-cyclone-west-coast-4-jan-2023
Snow Sleuths,Climate modelers trying to replicate climate change on a global scale need to better understand smaller scale regional climate dynamics to account for the nuances of climate variability.,https://www.earthdata.nasa.gov//learn/articles/snow-sleuths
User Profile: Dr. Gina Henderson,"Who Uses NASA Earth Science Data? Dr. Gina Henderson, to better understand the connections between tropical and Arctic weather and climate.",https://www.earthdata.nasa.gov//learn/data-user-profiles/user-profile-dr-gina-henderson
